title,original_title,budget,original_language,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,genres,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
Sylvie’s Love,Sylvie's Love,0,en,https://www.amazon.com/dp/B08L49K11S,"When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.",9.802,114,0,2020-01-27,6.3,90,"Romance, Drama",English,United States of America,https://www.nytimes.com/2020/12/22/movies/sylvies-love-review.html,Tessa Thompson and Nnamdi Asomugha star in a swoony love story that wonderfully rethinks the classic Hollywood melodrama.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Asomugha, Nnamdi', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'King, Aja Naomi', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Longoria, Eva', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Thompson, Tessa', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Harlem (Manhattan, NY)', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': ""Sylvie's Love (Movie)"", 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Ashe, Eugene', 'rank': 8, 'major': 'N'}]",2020-12-22T19:12:32+0000,1022,"‘Sylvie’s Love’ Review: In the Mood for Romance, Sighs and Tears",Critic’s Pick,None,"Young Lovers Swoon, as Young Lovers Should",None,None,None,By Manohla Dargis,None
"Ariana Grande: Excuse Me, I Love You","ariana grande: excuse me, i love you",0,en,https://www.netflix.com/title/81238721,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.,10.116,97,0,2020-12-21,8.06,351,"Music, Documentary",English,United States of America,https://www.nytimes.com/2020/12/21/movies/review-ariana-grande-excuse-me-i-love-you.html,"Sometimes it’s enough to adore a pop star from afar, even if you aren’t an Arianator.",The New York Times,"[{'name': 'subject', 'value': 'Pop and Rock Music', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Ariana Grande: Excuse Me, I Love You (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Grande, Ariana', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Dugdale, Paul (1980- )', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 6, 'major': 'N'}]",2020-12-22T03:50:45+0000,380,"‘Ariana Grande: Excuse Me, I Love You’ Review: It’s Mutual",Streaming,None,"Excuse Me, the Feeling Is Mutual",None,None,None,By Chris Azzopardi,None
Museum Town,Museum Town,0,en,https://www.museumtownmovie.com/,A rural American town suffering economically from factory closures finds an unconventional route to recovery with the help of MASS MoCA.,1.558,75,0,2019-03-10,0.0,0,Documentary,English,United States of America,https://www.nytimes.com/2020/12/17/movies/museum-town-review.html,This documentary looks at how a contemporary art museum in Western Massachusetts transformed a struggling small town.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Museum Town (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Trainer, Jennifer', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Massachusetts Museum of Contemporary Art', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'North Adams (Mass)', 'rank': 7, 'major': 'N'}]",2020-12-17T15:49:52+0000,280,‘Museum Town’ Review: A Love Letter to Mass MoCA,None,None,Museum Town,None,None,None,By Lovia Gyarkye,None
Wild Mountain Thyme,Wild Mountain Thyme,0,en,,"Headstrong farmer Rosemary Muldoon has her heart set on winning her neighbour Anthony Reilly's love. The problem is, Anthony seems to have inherited a family curse, and remains oblivious to his beautiful admirer. Stung by his father's plans to sell the family farm to his American nephew, Anthony is jolted into pursuing his dreams.",17.73,102,0,2020-12-11,5.202,168,"Romance, Drama",English,"Ireland, United Kingdom",https://www.nytimes.com/2020/12/10/movies/wild-mountain-thyme-review.html,John Patrick Shanley adapts his play “Outside Mullingar” into a movie. (Don’t worry about the accents.),The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Shanley, John Patrick', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Blunt, Emily', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Dornan, Jamie', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Outside Mullingar (Play)', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Wild Mountain Thyme (Movie)', 'rank': 6, 'major': 'N'}]",2020-12-10T12:00:04+0000,341,‘Wild Mountain Thyme’ Review: Finding Love Down on the Farm,None,None,Wild Mountain Thyme,None,None,None,By Glenn Kenny,None
My Psychedelic Love Story,My Psychedelic Love Story,0,en,https://www.sho.com/titles/3497302/my-psychedelic-love-story,An examination of the notorious high priest of LSD Timothy Leary through the eyes of his famed lover Joanna Harcourt-Smith.,1.405,107,0,2020-10-22,6.3,7,Documentary,English,United States of America,https://www.nytimes.com/2020/11/26/movies/my-psychedelic-love-story-review.html,"This Errol Morris documentary explores the relationship between the LSD guru and Joanna Harcourt-Smith, a woman who likened herself to Mata Hari.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'My Psychedelic Love Story (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Harcourt-Smith, Joanna (1946-2020)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Morris, Errol', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'LSD (Lysergic Acid Diethylamide)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 6, 'major': 'N'}]",2020-11-26T12:00:05+0000,599,‘My Psychedelic Love Story’ Review: On the Run With Timothy Leary,Critic’s Pick,None,Acid and Romance: On the Run With Timothy Leary,None,None,None,By Glenn Kenny,None
69: The Saga of Danny Hernandez,69: The Saga of Danny Hernandez,0,en,https://www.hulu.com/movie/69-the-saga-of-danny-hernandez-345025ec-5022-4cca-a5f7-d3870fce96b3,"Part investigative documentary, part real-life gangster movie, this film unpacks the life of polarizing rap sensation and internet troll Tekashi69, aka 69, while chronicling his meteoric rise and fall from fame.",1.812,101,0,2021-04-29,6.0,12,"Music, Documentary",English,United States of America,https://www.nytimes.com/2020/11/17/movies/69-saga-of-danny-hernadez-review.html,The rise and fall of the provocative rapper Tekashi69 is chronicled in this Hulu documentary.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rap and Hip-Hop', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Gandhi, Vikram', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': '6ix9ine (Rapper)', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': '69: The Saga of Danny Hernandez (Movie)', 'rank': 5, 'major': 'N'}]",2020-11-17T19:07:20+0000,363,‘69: The Saga of Danny Hernandez’ Review: A SoundCloud-Rap Rat,None,None,"Loved in Hip-Hop, but Loathed in the End",None,None,None,By Calum Marsh,None
Ammonite,Ammonite,0,en,https://www.ammonite-movie.com,"In 1840s England, palaeontologist Mary Anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. Despite the chasm between their social spheres and personalities, Mary and Charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. It is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably.",19.785,118,1396905,2020-11-13,7.005,551,"Romance, Drama",English,United Kingdom,https://www.nytimes.com/2020/11/12/movies/ammonite-review.html,Kate Winslet’s fossil hunter and Saoirse Ronan’s convalescent embark on a forbidden seaside romance.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Ronan, Saoirse', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Winslet, Kate', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Lee, Francis (1969- )', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Ammonite (Movie)', 'rank': 5, 'major': 'N'}]",2020-11-12T12:00:04+0000,510,‘Ammonite’ Review: Love on the Rocks,Critic’s Pick,None,Love on the Rocks,None,None,None,By Jeannette Catsoulis,None
Love and Monsters,Love and Monsters,30000000,en,https://www.paramountmovies.com/movies/love-and-monsters,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",49.895,109,1122066,2020-10-16,7.315,3950,"Comedy, Action, Adventure, Science Fiction",English,United States of America,https://www.nytimes.com/2020/10/15/movies/love-and-monsters-review.html,The new sci-fi adventure from Michael Matthews lacks the self-seriousness of typical dystopian flicks but doesn’t completely lack depth.,The New York Times,"[{'name': 'persons', 'value': 'Matthews, Michael (Film Director)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love and Monsters (Movie)', 'rank': 3, 'major': 'N'}]",2020-10-15T11:00:07+0000,284,‘Love and Monsters’ Review: Coming-of-Age After the Apocalypse,None,None,Love and Monsters,None,None,None,By Lovia Gyarkye,None
Dick Johnson Is Dead,Dick Johnson Is Dead,0,en,https://www.netflix.com/title/80234465,"With this inventive portrait, director Kirsten Johnson seeks a way to keep her 86-year-old father alive forever. Utilizing moviemaking magic and her family’s dark humor, she celebrates Dr. Dick Johnson’s last years by staging fantasies of death and beyond. Together, dad and daughter confront the great inevitability awaiting us all.",9.52,89,0,2020-01-23,7.2,124,Documentary,English,United States of America,https://www.nytimes.com/2020/10/01/movies/dick-johnson-is-dead-review.html,"With the help of her father, the documentary filmmaker Kirsten Johnson made a surprising, endearing movie about his death.",The New York Times,"[{'name': 'creative_works', 'value': 'Dick Johnson Is Dead (Movie)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Johnson, Kirsten (1965- )', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Cameraperson (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 5, 'major': 'N'}]",2020-10-01T11:00:08+0000,816,"‘Dick Johnson Is Dead’ Review: A Father’s Painful, Funny Goodbye",Critic’s pick,None,A Love Letter Delivered Along With a Death Notice,None,None,None,By Manohla Dargis,None
"Love, Guaranteed","Love, Guaranteed",0,en,https://www.netflix.com/title/81076898,A lawyer takes on a new client that wants to sue a dating website because it guarantees love.,15.544,91,0,2020-09-02,6.407,635,"Romance, Comedy",English,United States of America,https://www.nytimes.com/2020/09/03/movies/love-guaranteed-review-swiping-left-on-online-dating.html,Rachael Leigh Cook stars in this rom-com about a lawyer and her charming new client who wants to sue a dating website for falsely promising love.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Cook, Rachael Leigh', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Wayans, Damon Jr', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Johnson, Mark Steven', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love, Guaranteed (Movie)', 'rank': 5, 'major': 'N'}]",2020-09-03T07:01:05+0000,343,"‘Love, Guaranteed’ Review: Swiping Left on Online Dating",None,None,"Love, Guaranteed",None,None,None,By Natalia Winkelman,None
Feel the Beat,Feel the Beat,0,en,https://www.netflix.com/title/80994878,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",24.952,107,0,2020-06-19,7.591,1101,"Comedy, Music, Drama","Turkish, English","Canada, United States of America",https://www.nytimes.com/2020/06/19/movies/feel-the-beat-review.html,A prickly professional dancer becomes a reluctant instructor for a preteen dance troupe in this formulaic dramedy.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Carson, Sofia (1993- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Down, Elissa (1975- )', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Feel the Beat (Movie)', 'rank': 4, 'major': 'N'}]",2020-06-19T07:01:02+0000,253,‘Feel the Beat’ Review: Tough Love in the Dance Studio,None,None,A Young Troupe Needs Some Ballet Tough Love,None,None,None,By Natalia Winkelman,None
Babyteeth,Babyteeth,0,en,http://babyteeth.movie,A terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.,16.813,118,989310,2020-06-15,6.824,335,"Drama, Comedy, Romance",English,Australia,https://www.nytimes.com/2020/06/18/movies/babyteeth-review.html,"Eliza Scanlen plays a seriously ill high schooler who falls for the wrong guy who turns out to have the right stuff, after all.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Babyteeth (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Murphy, Shannon (Film Director)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Scanlen, Eliza', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Wallace, Toby (1996- )', 'rank': 5, 'major': 'N'}]",2020-06-18T16:31:36+0000,517,"‘Babyteeth’ Review: Love Means Never Having, Well, You Know",None,None,"Love Means Never Having, Well, You Know",None,None,None,By Manohla Dargis,None
Spelling the Dream,Spelling the Dream,0,en,https://www.netflix.com/title/81069312,"Since 1999, 18 of the last 22 winners of the Scripps National Spelling Bee have been Indian-American, making the incredible trend one of the longest in sports history. “Breaking the Bee” is a feature-length documentary that explores and celebrates this new dynasty while following four students, ages 7 to 14, as they vie for the title of spelling bee champion.",2.247,82,0,2020-06-03,7.0,12,Documentary,English,United States of America,https://www.nytimes.com/2020/06/03/movies/spelling-the-dream-review.html,"This Netflix documentary explores the unbroken Indian-American dominance of the U.S. national spelling bee, to less than winning results.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Scripps National Spelling Bee', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Rega, Sam', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Spelling the Dream (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Spelling', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Netflix Inc', 'rank': 6, 'major': 'N'}]",2020-06-03T12:44:10+0000,296,‘Spelling the Dream’ Review: Words of Inspiration,None,None,Love of Language Spells Success,None,None,None,By Bilal Qureshi,None
A Secret Love,A Secret Love,0,en,https://www.netflix.com/title/80209024,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",10.47,83,0,2020-04-29,7.3,116,Documentary,English,United States of America,https://www.nytimes.com/2020/04/29/movies/a-secret-love-review.html,"This tender film explores the partnership between two women who lived, in public and to kin, as dear friends for six decades.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Homosexuality and Bisexuality', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bolan, Chris (Filmmaker)', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'A Secret Love (Movie)', 'rank': 4, 'major': 'N'}]",2020-04-29T07:01:02+0000,309,‘A Secret Love’ Review: A Lesbian Couple’s Enduring Affection,None,None,Making a Haven of Their Own,None,None,None,By Natalia Winkelman,None
Love Wedding Repeat,Love Wedding Repeat,0,en,https://www.netflix.com/title/80227754,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl that got away in alternate versions of the same day.",19.62,100,0,2020-04-10,5.636,689,"Comedy, Romance","English, Italian","United Kingdom, Italy",https://www.nytimes.com/2020/04/10/movies/love-wedding-repeat-review-a-tumble-down-the-aisle.html,A couple’s reception becomes a disaster (or does it?) in this comedy of multiple errors.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love Wedding Repeat (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Craig, Dean (1974- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Claflin, Sam', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Munn, Olivia', 'rank': 5, 'major': 'N'}]",2020-04-10T07:01:05+0000,414,‘Love Wedding Repeat’ Review: A Tumble Down the Aisle,Movie Review,None,Pratfalling Down The Aisle,None,None,None,By Amy Nicholson,None
Almost Love,Almost Love,0,en,https://www.sellbymovie.com/,"Adam and Marklin’s 5-year relationship has gone from a passionate flame to a simmer, forcing them to reconcile with each other’s shortcomings while their friends endlessly search for love in New York City.",8.63,94,0,2019-06-26,6.3,41,"Drama, Romance, Comedy",English,United States of America,https://www.nytimes.com/2020/04/02/movies/almost-love-review.html,This ensemble comedy treats class solidarity as the love that dare not speak its name.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Almost Love (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Doyle, Mike (1972- )', 'rank': 3, 'major': 'N'}]",2020-04-02T11:00:03+0000,408,"‘Almost Love’ Review: Schooled in Romance, but Missing Class",None,None,"Schooled in Romance, but Missing Class",None,None,None,By Teo Bugbee,None
Hope Gap,Hope Gap,0,en,https://www.originpictures.co.uk/hope-gap,"Grace lives an idyllic life in a British seaside town, but her world soon comes crashing down when her husband of 29 years tells her he's leaving her for another woman. Through stages of shock, disbelief and anger -- and with support from her son -- Grace ultimately regains her footing while learning it's never too late to be happy.",13.308,100,1136167,2019-10-03,6.3,125,Drama,English,United Kingdom,https://www.nytimes.com/2020/03/05/movies/hope-gap-review-a-thin-line-between-love-and-war.html,Annette Bening and Bill Nighy play a couple that has lost its way after 29 years of marriage.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bening, Annette', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Nighy, Bill', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Nicholson, William (1948- )', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Hope Gap (Movie)', 'rank': 5, 'major': 'N'}]",2020-03-05T12:00:03+0000,257,‘Hope Gap’ Review: A Thin Line Between Love and War,None,None,Hope Gap,None,None,None,By Aisha Harris,None
All the Bright Places,All the Bright Places,0,en,https://www.netflix.com/title/80208802,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,33.343,108,0,2020-02-28,7.654,2821,"Romance, Drama",English,United States of America,https://www.nytimes.com/2020/02/28/movies/all-the-bright-places-review.html,Elle Fanning and Justice Smith breathe life into a film about mental illness and the healing power of love.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'All the Bright Places (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Haley, Brett', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Fanning, Elle', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Smith, Justice (1995- )', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Netflix Inc', 'rank': 6, 'major': 'N'}]",2020-02-28T08:01:07+0000,233,‘All the Bright Places’ Review: Love Amid Trauma,Streaming Movie Review,None,A Refreshing Exploration of Mental Illness,None,None,None,By Candice Frederick,None
The Photograph,The Photograph,16000000,en,https://www.thephotographmovie.com/,"When famed photographer Christina Eames dies unexpectedly, she leaves her estranged daughter, Mae, hurt, angry and full of questions. When Mae finds a photograph tucked away in a safe-deposit box, she soon finds herself delving into her mother's early life -- an investigation that leads to an unexpected romance with a rising journalist.",11.095,106,20690779,2020-02-14,6.409,203,"Drama, Romance",English,"Canada, United States of America",https://www.nytimes.com/2020/02/13/movies/the-photograph-review.html,Issa Rae and a terrific Lakeith Stanfield play a New York couple whose romance sends them and the story into the past.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Photograph (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Meghie, Stella', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Rae, Issa', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Stanfield, Lakeith', 'rank': 5, 'major': 'N'}]",2020-02-13T20:54:33+0000,862,‘The Photograph’ Review: An Unabashedly Old-School Love Story,None,None,An Unabashedly Old-School Love Story,None,None,None,By Manohla Dargis,None
You Go to My Head,You Go To My Head,0,fr,http://yougotomyhead.com/,"Following a mysterious car accident in the desert, Dafne suffers from post-traumatic amnesia. Jake, the first person she sees when she regains consciousness, tells her he's her husband.",4.047,116,0,2017-10-26,6.5,11,"Drama, Mystery, Romance, Thriller","French, English","Belgium, France, Germany",https://www.nytimes.com/2020/02/13/movies/you-go-to-my-head-review.html,A mysterious architect persuades an amnesiac that she’s his wife in this elusive romance set in the Sahara.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'You Go to My Head (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'de Clercq, Dimitri', 'rank': 3, 'major': 'N'}]",2020-02-13T12:00:05+0000,292,‘You Go to My Head’ Review: Untrue Love,Critic’s Pick,None,Designing a Love Story,None,None,None,By Jeannette Catsoulis,None
Ordinary Love,Ordinary Love,0,en,https://bleeckerstreetmedia.com/ordinary-love-film,An extraordinary look at the lives of a middle-aged couple in the midst of the wife's breast cancer diagnosis.,13.076,92,0,2019-12-06,6.877,134,"Drama, Romance",English,"Ireland, United Kingdom",https://www.nytimes.com/2020/02/12/movies/ordinary-love-review.html,Lesley Manville and Liam Neeson play a married couple facing a cancer diagnosis.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Ordinary Love (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Neeson, Liam', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Manville, Lesley', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': ""D'Sa, Lisa Barros"", 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Leyburn, Glenn', 'rank': 6, 'major': 'N'}]",2020-02-12T19:46:45+0000,569,‘Ordinary Love’ Review: In Sickness and in Health,None,None,Old-Sweater Lives,None,None,None,By A.O. Scott,None
To All the Boys: P.S. I Still Love You,To All the Boys: P.S. I Still Love You,0,en,https://www.netflix.com/title/81030842,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,32.742,102,0,2020-02-03,6.846,2498,"Romance, Comedy",English,United States of America,https://www.nytimes.com/2020/02/11/movies/to-all-the-boys-ps-i-still-love-you-review.html,The second installment in Netflix’s ’80s-style teen romance trilogy asks the question John Hughes left unanswered.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Condor, Lana', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Centineo, Noah', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'To All the Boys: PS I Still Love You (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Fimognari, Michael', 'rank': 5, 'major': 'N'}]",2020-02-11T18:33:41+0000,654,"‘To All the Boys: P.S. I Still Love You’ Review: Bliss, for Now",Streaming Movie Review,None,"Follow Your Bliss While It Lasts, Kids",None,None,None,By Amy Nicholson,None
The Woman Who Loves Giraffes,The Woman Who Loves Giraffes,0,en,,"Dr. Anne Innis Dagg re-traces the steps of her groundbreaking 1956 journey to South Africa to study giraffes in the wild. Now, at 85 years old, Anne sees a startling contrast between the world of giraffes she once knew and the one it has become. Weaving through the past and present, her harrowing journey gives us an intimate look into the factors that destroyed her career and the forces that brought her back.",4.922,81,0,2018-10-03,6.7,16,Documentary,,"Canada, South Africa, United States of America",https://www.nytimes.com/2020/01/09/movies/the-woman-who-loves-giraffes-review.html,"This warm documentary uses one woman’s singular passion to fuel a tale of zoological discovery, blatant sexism and environmental alarm.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Giraffes', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Woman Who Loves Giraffes (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Dagg, Anne Innis', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Reid, Alison (Filmmaker)', 'rank': 5, 'major': 'N'}]",2020-01-09T12:00:04+0000,279,‘The Woman Who Loves Giraffes’ Review: Crackers for Animals,None,None,A Special Spot  In Her Heart,None,None,None,By Jeannette Catsoulis,None
Queen & Slim,Η Μαύρη Εμμανουέλα,0,el,,"A woman struggles to keep her stepdaughter from harms way after she hires an assassin to kill her husband, but the hitman turns and blackmails her for the crime.",88.06,91,0,1980-02-01,6.075,87,"Crime, Drama, Thriller","Greek, Italian","Cyprus, Greece",https://www.nytimes.com/2019/11/26/movies/queen-and-slim-review.html,Daniel Kaluuya and Jodie Turner-Smith star in Melina Matsoukas’s dreamy but intense outlaw romance.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Queen & Slim (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Matsoukas, Melina', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Waithe, Lena', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Kaluuya, Daniel', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Turner-Smith, Jodie', 'rank': 6, 'major': 'N'}]",2019-11-26T17:41:50+0000,799,‘Queen & Slim’ Review: Love on the Run,critic’s pick,None,Love Simmers Inside a Cauldron,None,None,None,By A.O. Scott,None
